Car Name,Specs,Price
Used 2020 Ford Mustang Shelby GT500 Coupe,"Mileage:1,746 milesMPG:12city /18hwyColor:OrangeBody Style:CoupeEngine:8 Cyl 5.2 LTransmission:Automatic","Price:$89,555"
Used 2020 Ford Mustang Shelby GT500 Coupe,"Mileage:5,693 milesMPG:12city /18hwyColor:OrangeBody Style:CoupeEngine:8 Cyl 5.2 LTransmission:Automatic","Price:$93,900"
Used 2020 Ford Mustang Shelby GT500 Coupe,"Mileage:6,530 milesMPG:12city /18hwyColor:SilverBody Style:CoupeEngine:8 Cyl 5.2 LTransmission:Automatic","Price:$92,000"
Used 2020 Ford Mustang Shelby GT500 Coupe,"Mileage:1,237 milesMPG:12city /18hwyColor:BlueBody Style:CoupeEngine:8 Cyl 5.2 LTransmission:Automatic","Price:$94,481"
Used 2020 Ford Mustang Shelby GT500 Coupe,"Mileage:11,094 milesMPG:12city /18hwyColor:BlueBody Style:CoupeEngine:8 Cyl 5.2 LTransmission:Automatic","Price:$88,938"
Certified Used 2020 Ford Mustang Shelby GT500 Coupe,"Mileage:12,773 milesMPG:12city /18hwyColor:WhiteBody Style:CoupeEngine:8 Cyl 5.2 LTransmission:Automatic","Price:$84,998"
Used 2020 Ford Mustang Shelby GT500 Coupe,"Mileage:2,752 milesMPG:12city /18hwyColor:BlackBody Style:CoupeEngine:8 Cyl 5.2 LTransmission:Automatic","Price:$92,990"
Used 2020 Ford Mustang Shelby GT500 Coupe,Mileage:434 milesMPG:12city /18hwyColor:RedBody Style:CoupeEngine:8 Cyl 5.2 LTransmission:Automatic,"Price:$107,995"
Used 2020 Ford Mustang Shelby GT500 Coupe,Mileage:957 milesMPG:12city /18hwyColor:BlueBody Style:CoupeEngine:8 Cyl 5.2 LTransmission:Automatic,"Price:$113,999"
Certified Used 2020 Ford Mustang Shelby GT500 Coupe,"Mileage:7,500 milesMPG:12city /18hwyColor:OrangeBody Style:CoupeEngine:8 Cyl 5.2 LTransmission:Automatic","Price:$90,491"
Used 2020 Ford Mustang Shelby GT500 Coupe,"Mileage:24,739 milesMPG:12city /18hwyColor:GrayBody Style:CoupeEngine:8 Cyl 5.2 LTransmission:Automatic","Price:$73,988"
Used 2020 Ford Mustang Shelby GT500 Coupe,"Mileage:9,897 milesMPG:12city /18hwyColor:RedBody Style:CoupeEngine:8 Cyl 5.2 LTransmission:Automatic","Price:$92,125"
Used 2020 Ford Mustang Shelby GT500 Coupe,"Mileage:13,634 milesMPG:12city /18hwyColor:BlueBody Style:CoupeEngine:8 Cyl 5.2 LTransmission:Automatic","Price:$82,881"
Used 2020 Ford Mustang Shelby GT500 Coupe,"Mileage:5,486 milesMPG:12city /18hwyColor:GreenBody Style:CoupeEngine:8 Cyl 5.2 LTransmission:Automatic","Price:$112,412"
Used 2020 Ford Mustang Shelby GT500 Coupe,"Mileage:23,657 milesMPG:12city /18hwyColor:BlueBody Style:CoupeEngine:8 Cyl 5.2 LTransmission:Automatic","Price:$78,990"
Used 2020 Ford Mustang Shelby GT500 Coupe,"Mileage:3,755 milesMPG:12city /18hwyColor:BlueBody Style:CoupeEngine:8 Cyl 5.2 LTransmission:Automatic","Price:$100,000"
Used 2020 Ford Mustang Shelby GT500 Coupe,"Mileage:19,713 milesMPG:12city /18hwyColor:GreenBody Style:CoupeEngine:8 Cyl 5.2 LTransmission:Automatic","Price:$82,017"
Used 2022 Ford Mustang Shelby GT500 Coupe,"Mileage:6,794 milesMPG:12city /18hwyColor:BlackBody Style:CoupeEngine:8 Cyl 5.2 LTransmission:Automatic","Price:$97,900"
Certified Used 2022 Ford Mustang Shelby GT500 Coupe,"Mileage:3,917 milesMPG:12city /18hwyColor:BlueBody Style:CoupeEngine:8 Cyl 5.2 LTransmission:Automatic","Price:$89,862"
Used 2022 Ford Mustang Shelby GT500 Coupe,"Mileage:3,084 milesMPG:12city /18hwyColor:BlackBody Style:CoupeEngine:8 Cyl 5.2 LTransmission:Automatic","Price:$94,000"
Used 2022 Ford Mustang Shelby GT500 Coupe,"Mileage:2,670 milesMPG:12city /18hwyColor:RedBody Style:CoupeEngine:8 Cyl 5.2 LTransmission:Automatic","Price:$92,988"
Used 2022 Ford Mustang Shelby GT500 Coupe,"Mileage:1,381 milesMPG:12city /18hwyColor:SilverBody Style:CoupeEngine:8 Cyl 5.2 LTransmission:Automatic","Price:$102,999"
Used 2022 Ford Mustang Shelby GT500 Coupe,"Mileage:5,724 milesMPG:12city /18hwyColor:BlueBody Style:CoupeEngine:8 Cyl 5.2 LTransmission:Automatic","Price:$99,995"
Used 2022 Ford Mustang Shelby GT500 Coupe,"Mileage:1,454 milesMPG:12city /18hwyColor:BlueBody Style:CoupeEngine:8 Cyl 5.2 LTransmission:Automatic","Price:$95,000"
Used 2022 Ford Mustang Shelby GT500 Coupe,"Mileage:8,691 milesMPG:12city /18hwyColor:BlueBody Style:CoupeEngine:8 Cyl 5.2 LTransmission:Automatic","Price:$94,997"
Used 2022 Ford Mustang Shelby GT500 Coupe,"Mileage:29,848 milesMPG:12city /18hwyColor:RedBody Style:CoupeEngine:8 Cyl 5.2 LTransmission:Automatic","Price:$79,990"
Used 2022 Ford Mustang Shelby GT500 Coupe,"Mileage:3,884 milesMPG:12city /18hwyColor:OrangeBody Style:CoupeEngine:8 Cyl 5.2 LTransmission:Automatic","Price:$95,985"
Used 2022 Ford Mustang Shelby GT500 Coupe,"Mileage:14,976 milesMPG:12city /18hwyColor:WhiteBody Style:CoupeEngine:8 Cyl 5.2 LTransmission:Automatic","Price:$79,000"
Used 2022 Ford Mustang Shelby GT500 Coupe,Mileage:914 milesMPG:12city /18hwyColor:BlueBody Style:CoupeEngine:8 Cyl 5.2 LTransmission:Automatic,"Price:$122,955"
Used 2022 Ford Mustang Shelby GT500 Coupe,"Mileage:9,680 milesMPG:12city /18hwyColor:OrangeBody Style:CoupeEngine:8 Cyl 5.2 LTransmission:Automatic","Price:$83,500"
Used 2022 Ford Mustang Shelby GT500 Coupe,"Mileage:12,773 milesMPG:12city /18hwyColor:WhiteBody Style:CoupeEngine:8 Cyl 5.2 LTransmission:Automatic","Price:$88,995"
Certified Used 2022 Ford Mustang Shelby GT500 Coupe,"Mileage:10,867 milesMPG:12city /18hwyColor:OrangeBody Style:CoupeEngine:8 Cyl 5.2 LTransmission:Automatic","Price:$97,383"
Used 2022 Ford Mustang Shelby GT500 Coupe,"Mileage:11,189 milesMPG:12city /18hwyColor:WhiteBody Style:CoupeEngine:8 Cyl 5.2 LTransmission:Automatic","Price:$85,624"
Used 2022 Ford Mustang Shelby GT500 Coupe,"Mileage:7,720 milesMPG:12city /18hwyColor:PurpleBody Style:CoupeEngine:8 Cyl 5.2 LTransmission:Automatic","Price:$89,000"
Used 2022 Ford Mustang Shelby GT500 Coupe,"Mileage:5,214 milesMPG:12city /18hwyColor:GrayBody Style:CoupeEngine:8 Cyl 5.2 LTransmission:Automatic","Price:$99,995"
Used 2022 Ford Mustang Shelby GT500 Coupe,Mileage:797 milesMPG:12city /18hwyColor:BlueBody Style:CoupeEngine:8 Cyl 5.2 LTransmission:Automatic,"Price:$102,950"
Used 2022 Ford Mustang Shelby GT500 Coupe,"Mileage:4,797 milesMPG:12city /18hwyColor:WhiteBody Style:CoupeEngine:8 Cyl 5.2 LTransmission:Automatic","Price:$96,426"
Used 2022 Ford Mustang Shelby GT500 Coupe,Mileage:388 milesMPG:12city /18hwyColor:BlueBody Style:CoupeEngine:8 Cyl 5.2 LTransmission:Automatic,"Price:$121,581"
Used 2022 Ford Mustang Shelby GT500 Coupe,"Mileage:18,976 milesMPG:12city /18hwyColor:BlueBody Style:CoupeEngine:8 Cyl 5.2 LTransmission:Automatic","Price:$104,991"
Used 2022 Ford Mustang Shelby GT500 Coupe,"Mileage:11,816 milesMPG:12city /18hwyColor:GrayBody Style:CoupeEngine:8 Cyl 5.2 LTransmission:Automatic","Price:$94,997"
Used 2022 Ford Mustang Shelby GT500 Coupe,"Mileage:13,197 milesMPG:12city /18hwyColor:BlueBody Style:CoupeEngine:8 Cyl 5.2 LTransmission:Automatic","Price:$97,900"
Used 2022 Ford Mustang Shelby GT500 Coupe,"Mileage:7,057 milesMPG:12city /18hwyColor:PurpleBody Style:CoupeEngine:8 Cyl 5.2 LTransmission:Automatic","Price:$98,900"
Used 2015 Chevrolet Corvette Z06 LZ2 Coupe,"Mileage:17,442 milesMPG:13city /21hwyColor:RedBody Style:CoupeEngine:8 Cyl 6.2 LTransmission:Automatic","Price:$66,420"
Used 2015 Chevrolet Corvette Z06 LZ3 Convertible,"Mileage:45,049 milesMPG:13city /21hwyColor:SilverBody Style:ConvertibleEngine:8 Cyl 6.2 LTransmission:Automatic","Price:$54,700"
Used 2015 Chevrolet Corvette Z06 LZ2 Convertible,"Mileage:18,223 milesMPG:13city /21hwyColor:WhiteBody Style:ConvertibleEngine:8 Cyl 6.2 LTransmission:Automatic","Price:$60,500"
Used 2015 Chevrolet Corvette Z06 LZ2 Coupe,"Mileage:17,340 milesMPG:13city /21hwyColor:RedBody Style:CoupeEngine:8 Cyl 6.2 LTransmission:Automatic","Price:$64,270"
Used 2015 Chevrolet Corvette Z06 LZ2 Coupe,"Mileage:36,330 milesMPG:13city /21hwyColor:YellowBody Style:CoupeEngine:8 Cyl 6.2 LTransmission:Automatic","Price:$61,998"
Used 2015 Chevrolet Corvette Z06 LZ3 Convertible,"Mileage:15,732 milesMPG:13city /21hwyColor:WhiteBody Style:ConvertibleEngine:8 Cyl 6.2 LTransmission:Automatic","Price:$60,990"
Used 2015 Chevrolet Corvette Z06 LZ1 Coupe,"Mileage:20,617 milesMPG:13city /21hwyColor:BlueBody Style:CoupeEngine:8 Cyl 6.2 LTransmission:Automatic","Price:$64,188"
Used 2015 Chevrolet Corvette Z06 LZ2 Convertible,"Mileage:31,543 milesMPG:13city /21hwyColor:YellowBody Style:ConvertibleEngine:8 Cyl 6.2 LTransmission:Automatic","Price:$58,995"
Used 2015 Chevrolet Corvette Z06 LZ3 Coupe,"Mileage:38,936 milesMPG:13city /21hwyColor:BlueBody Style:CoupeEngine:8 Cyl 6.2 LTransmission:Automatic","Price:$62,499"
Used 2015 Chevrolet Corvette Z06 LZ1 Coupe,"Mileage:47,785 milesMPG:15city /22hwyColor:WhiteBody Style:CoupeEngine:8 Cyl 6.2 LTransmission:Manual","Price:$61,995"
Used 2015 Chevrolet Corvette Z06 LZ2 Convertible,"Mileage:19,117 milesMPG:13city /21hwyColor:GrayBody Style:ConvertibleEngine:8 Cyl 6.2 LTransmission:Automatic","Price:$64,990"
Used 2015 Chevrolet Corvette Z06 LZ3 Coupe,"Mileage:20,018 milesMPG:13city /21hwyColor:WhiteBody Style:CoupeEngine:8 Cyl 6.2 LTransmission:Automatic","Price:$65,985"
Used 2015 Chevrolet Corvette Z06 LZ3 Coupe,"Mileage:22,191 milesMPG:13city /21hwyColor:WhiteBody Style:CoupeEngine:8 Cyl 6.2 LTransmission:Automatic","Price:$58,495"
Used 2015 Chevrolet Corvette Z06 LZ3 Coupe,"Mileage:25,764 milesMPG:15city /22hwyColor:BlackBody Style:CoupeEngine:8 Cyl 6.2 LTransmission:Manual","Price:$70,000"
Used 2015 Chevrolet Corvette Z06 LZ3 Convertible,"Mileage:2,758 milesMPG:13city /21hwyColor:BlueBody Style:ConvertibleEngine:8 Cyl 6.2 LTransmission:Automatic","Price:$74,750"
Used 2015 Chevrolet Corvette Z06 LZ3 Convertible,"Mileage:19,548 milesMPG:13city /21hwyColor:WhiteBody Style:ConvertibleEngine:8 Cyl 6.2 LTransmission:Automatic","Price:$67,990"
Used 2015 Chevrolet Corvette Z06 LZ1 Coupe,"Mileage:10,040 milesMPG:15city /22hwyColor:RedBody Style:CoupeEngine:8 Cyl 6.2 LTransmission:Manual","Price:$72,991"
Used 2015 Chevrolet Corvette Z06 LZ2 Coupe,"Mileage:25,543 milesMPG:15city /22hwyColor:YellowBody Style:CoupeEngine:8 Cyl 6.2 LTransmission:Manual","Price:$68,500"
Used 2015 Chevrolet Corvette Z06 LZ2 Coupe,"Mileage:28,573 milesMPG:15city /22hwyColor:WhiteBody Style:CoupeEngine:8 Cyl 6.2 LTransmission:Manual","Price:$64,598"
Used 2015 Chevrolet Corvette Z06 LZ2 Coupe,"Mileage:38,012 milesMPG:13city /21hwyColor:WhiteBody Style:CoupeEngine:8 Cyl 6.2 LTransmission:Automatic","Price:$59,988"
Used 2015 Chevrolet Corvette Z06 LZ3 Coupe,"Mileage:57,259 milesMPG:15city /22hwyColor:WhiteBody Style:CoupeEngine:8 Cyl 6.2 LTransmission:Manual","Price:$58,495"
Used 2015 Chevrolet Corvette Z06 LZ2 Convertible,"Mileage:29,341 milesMPG:13city /21hwyColor:BlackBody Style:ConvertibleEngine:8 Cyl 6.2 LTransmission:Automatic","Price:$63,980"
Used 2015 Chevrolet Corvette Z06 LZ2 Coupe,"Mileage:55,912 milesMPG:15city /22hwyColor:WhiteBody Style:CoupeEngine:8 Cyl 6.2 LTransmission:Manual","Price:$57,995"
Used 2015 Chevrolet Corvette Z06 LZ2 Coupe,"Mileage:13,670 milesMPG:13city /21hwyColor:GrayBody Style:CoupeEngine:8 Cyl 6.2 LTransmission:Automatic","Price:$69,844"
Used 2015 Chevrolet Corvette Z06 LZ2 Convertible,"Mileage:18,265 milesMPG:13city /21hwyColor:BlueBody Style:ConvertibleEngine:8 Cyl 6.2 LTransmission:Automatic","Price:$68,890"
Used 2019 Chevrolet Corvette ZR1 ZR-3,"Mileage:2,637 milesMPG:12city /20hwyColor:WhiteBody Style:ConvertibleEngine:8 Cyl 6.2 LTransmission:Automatic","Price:$166,750"
Used 2019 Chevrolet Corvette ZR1 ZR-3,"Mileage:11,500 milesMPG:12city /20hwyColor:WhiteBody Style:CoupeEngine:8 Cyl 6.2 LTransmission:Automatic","Price:$165,000"
Used 2019 Chevrolet Corvette ZR1 ZR-3,"Mileage:1,718 milesMPG:12city /20hwyColor:WhiteBody Style:ConvertibleEngine:8 Cyl 6.2 LTransmission:Automatic","Price:$164,900"
Used 1991 Chevrolet Corvette ZR1,"Mileage:25,250 milesMPG:15city /23hwyColor:BlueBody Style:CoupeEngine:8 Cyl 5.7 LTransmission:Manual","Price:$35,991"
Used 2019 Chevrolet Corvette ZR1 ZR-3,"Mileage:3,430 milesMPG:12city /20hwyColor:OrangeBody Style:CoupeEngine:8 Cyl 6.2 LTransmission:Automatic","Price:$184,990"
Used 2010 Chevrolet Corvette ZR1 ZR-3,"Mileage:7,500 milesMPG:14city /20hwyColor:GrayBody Style:CoupeEngine:8 Cyl 6.2 LTransmission:Manual","Price:$102,900"
Used 2019 Chevrolet Corvette ZR1,"Mileage:12,169 milesMPG:12city /20hwyColor:WhiteBody Style:ConvertibleEngine:8 Cyl 6.2 LTransmission:Automatic","Price:$154,999"
Used 2011 Chevrolet Corvette ZR1 ZR-3,"Mileage:4,400 milesMPG:14city /20hwyColor:BlackBody Style:CoupeEngine:8 Cyl 6.2 LTransmission:Manual","Price:$105,999"
Used 2009 Chevrolet Corvette ZR1,"Mileage:38,312 milesMPG:16city /26hwyColor:BlackBody Style:CoupeEngine:8 Cyl 6.2 LTransmission:Manual","Price:$72,500"
Used 2019 Chevrolet Corvette ZR1 ZR-3,"Mileage:5,192 milesMPG:12city /20hwyColor:GrayBody Style:CoupeEngine:8 Cyl 6.2 LTransmission:Automatic","Price:$164,900"
Used 1991 Chevrolet Corvette ZR1,"Mileage:15,588 milesMPG:15city /23hwyColor:WhiteBody Style:CoupeEngine:8 Cyl 5.7 LTransmission:Manual","Price:$37,500"
Used 2019 Chevrolet Corvette ZR1 ZR-3,"Mileage:2,271 milesMPG:12city /20hwyColor:BlackBody Style:CoupeEngine:8 Cyl 6.2 LTransmission:Automatic","Price:$188,000"
Used 2019 Chevrolet Corvette ZR1 ZR-3,"Mileage:6,196 milesMPG:12city /20hwyColor:BlackBody Style:ConvertibleEngine:8 Cyl 6.2 LTransmission:Automatic","Price:$179,990"
Used 1991 Chevrolet Corvette ZR1,"Mileage:45,978 milesMPG:15city /23hwyColor:RedBody Style:CoupeEngine:8 Cyl 5.7 LTransmission:Manual","Price:$35,094"
Used 2019 Chevrolet Corvette ZR1 ZR-3,"Mileage:3,119 milesMPG:12city /20hwyColor:OrangeBody Style:ConvertibleEngine:8 Cyl 6.2 LTransmission:Automatic","Price:$180,990"
Used 2019 Chevrolet Corvette ZR1 ZR-3,"Mileage:5,048 milesMPG:12city /20hwyColor:GrayBody Style:CoupeEngine:8 Cyl 6.2 LTransmission:Automatic","Price:$184,900"
Used 2019 Chevrolet Corvette ZR1 ZR-3,"Mileage:5,852 milesMPG:12city /20hwyColor:OrangeBody Style:ConvertibleEngine:8 Cyl 6.2 LTransmission:Automatic","Price:$173,995"
Used 2019 Chevrolet Corvette ZR1 ZR-3,Mileage:840 milesMPG:13city /19hwyColor:BlackBody Style:CoupeEngine:8 Cyl 6.2 LTransmission:Manual,"Price:$289,900"
Used 2019 Chevrolet Corvette ZR1 ZR-3,"Mileage:2,005 milesMPG:13city /19hwyColor:RedBody Style:CoupeEngine:8 Cyl 6.2 LTransmission:Manual","Price:$269,990"
Used 2019 Chevrolet Corvette ZR1 ZR-3,"Mileage:4,417 milesMPG:12city /20hwyColor:OrangeBody Style:CoupeEngine:8 Cyl 6.2 LTransmission:Automatic","Price:$203,300"
Used 1995 Chevrolet Corvette ZR1,"Mileage:15,200 milesMPG:15city /23hwyColor:BlackBody Style:CoupeEngine:8 Cyl 5.7 LTransmission:Manual","Price:$59,995"
Used 2019 Chevrolet Corvette ZR1 ZR-3,Mileage:0 milesMPG:12city /20hwyColor:OrangeBody Style:CoupeEngine:8 Cyl 6.2 LTransmission:Automatic,"Price:$219,900"
Used 2010 Chevrolet Corvette ZR1 ZR-3,"Mileage:73,836 milesMPG:14city /20hwyColor:BlackBody Style:CoupeEngine:8 Cyl 6.2 LTransmission:Manual","Price:$61,995"
Used 2019 Chevrolet Corvette ZR1 ZR-3,"Mileage:11,052 milesMPG:12city /20hwyColor:BlueBody Style:ConvertibleEngine:8 Cyl 6.2 LTransmission:Automatic","Price:$159,999"
Used 1994 Chevrolet Corvette ZR1,"Mileage:112,869 milesMPG:15city /23hwyColor:BlackBody Style:CoupeEngine:8 Cyl 5.7 LTransmission:Manual","Price:$13,995"
Used 2014 Mercedes-Benz C-Class AMG C 63 Sedan,"Mileage:88,060 milesMPG:13city /19hwyColor:BlackBody Style:SedanEngine:8 Cyl 6.2 LTransmission:Automatic","Price:$27,993"
Used 2014 Mercedes-Benz C-Class AMG C 63 Coupe,"Mileage:137,799 milesMPG:13city /19hwyBody Style:CoupeEngine:8 Cyl 6.2 LTransmission:Automatic","Price:$19,500"
Used 2014 Mercedes-Benz C-Class AMG C 63 Sedan,"Mileage:124,317 milesMPG:13city /19hwyColor:BlackBody Style:SedanEngine:8 Cyl 6.2 LTransmission:Automatic","Price:$26,950"
Used 2014 Mercedes-Benz C-Class AMG C 63 Coupe,"Mileage:105,037 milesMPG:13city /19hwyColor:BlackBody Style:CoupeEngine:8 Cyl 6.2 LTransmission:Automatic","Price:$23,680"
Used 2014 Mercedes-Benz C-Class AMG C 63 Coupe,"Mileage:91,170 milesMPG:13city /19hwyColor:BlackBody Style:CoupeEngine:8 Cyl 6.2 LTransmission:Automatic","Price:$29,991"
Used 2014 Mercedes-Benz C-Class AMG C 63 Coupe,"Mileage:71,375 milesMPG:13city /19hwyColor:BlackBody Style:CoupeEngine:8 Cyl 6.2 LTransmission:Automatic","Price:$34,495"
